Ferruginibacter	0.21848	0.39468	0.22271	0.28431	0.24755	0.08696	0.12819	0.63819	0.45192	0.62633	0.41014	0.20435	0.33967	0.41204	0.28865	0.05498	0.05947	0.12508	0.06654	0.04885	0.03419	0.20468	0.24464	0.16817	0.18699	0.19197	0.43853	0.69823	0.32696	0.10503	0.2186	0.54789	0.50589	0.09661	0.13539	0.3616
Aurantisolimonas	0.00483	0.0213	0.01045	0.00499	0.01056	0.01661	0.00679	0.02026	0	0.00455	0	0.02767	0.36257	0.01627	0	1.13444	0.37694	0.29548	0.21847	0.36408	0.07977	0.26629	0.46817	0.06052	0.02723	0.01817	0.01306	0	0.07474	0.05609	0.02837	0.00659	0.00397	0.03059	0	0.14038
Lacibacter	0.02223	0.05658	0.00849	0.02494	0.05757	0.02149	0.01698	0.17829	0.14012	0.00455	0.01673	0.01703	0.3057	0.28191	0.02735	0.45678	0.38701	0.39988	0.24569	0.62359	0.66274	0.55618	0.69256	0.94283	0.02107	0.00948	0	0.041	0.0218	0.1253	0.0536	0.01916	0.01324	0.00874	0.0091	0.02667
Niabella	0.00967	0	0	0	0	0	0	0	0	0	0	0	0.02923	0	0	0.08996	0.12534	0.09062	0.02948	0	0.04296	0.0388	0.09504	0.01465	0	0	0	0	0	0	0	0	0	0	0	0
Parafilimonas	0	0	0	0	0	0	0	0.01216	0	0	0	0	0.00711	0	0.01038	0.01099	0.11436	0.01969	0	0	0.00351	0.07609	0	0	0	0.01185	0	0.01455	0.00467	0.03937	0	0.01437	0.00927	0.02011	0.01593	0.05771
Panacibacter	0	0	0	0	0	0	0	0	0.04424	0	0	0	0.094	0	0.00755	0.11294	0.19579	0.1901	0.10887	0.10686	0.13763	0.50522	0.18656	0.24463	0.00616	0.00632	0	0	0	0.01432	0.00631	0	0.00331	0.01311	0	0.02318
Chitinophaga	0.06284	0.01465	0.1143	0.02794	0.01727	0.06351	0.16043	0.16411	0.01475	0.0455	0.17348	0.02874	0.0237	0.1659	0.05282	0.04498	0.16285	0.18517	0	0.08167	0.06574	0.04261	0.27368	0.02993	0.16746	0.3547	0.08489	0.13223	0.04048	0.04296	0.02102	0.05748	0.46616	0.14555	0.36861	0.39222
Segetibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.04483	0	0.01663	0.12976	0.01403	0	0.01496	0	0	0	0	0	0	0	0	0	0	0.02361	0	0
Flavisolibacter	0	0	0.00261	0	0.00096	0	0	0	0	0	0	0	0	0	0	0.01	0.02744	0.10145	0.01058	0.03359	0.02893	0.03272	0.1012	0.02356	0	0	0	0	0	0.02506	0	0.00359	0	0.00786	0.14904	0.00481
Niveitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTBCD1	0	0	0	0	0	0	0	0	0	0	0	0	0.01422	0	0	0.15892	0.00823	0	0.0499	0.10075	0.20163	0.01141	0	0	0	0	0	0	0	0	0.00631	0	0	0	0	0
Solitalea	0.0145	0.00399	0.00392	0.00299	0.04894	0.04397	0.01188	0.05673	0.00632	0.0091	0.01177	0.01383	0.01185	0.01626	0	0.01	0	0.00492	0.01134	0.01603	0.00263	0.01294	0.04664	0.02293	0	0.00395	0	0.01587	0	0.00597	0.00525	0	0	0	0	0
Gynurincola	0.01933	0.00932	0.0098	0.03691	0.03262	0.01856	0.02037	0.06483	0.02212	0	0	0.02554	0.00711	0.02819	0	0.02399	0.00823	0.00689	0.02268	0	0.02542	0.00609	0.02816	0	0	0	0.00653	0	0.00934	0	0	0.0018	0	0.00962	0	0.01312
